val/loss,val/acc,val/prec,val/rec,val/preds_sum,val/targets_sum,val/acc_best,val/loss_best,epoch,step,train/loss,train/acc,train/prec,train/rec,train/preds_sum,train/targets_sum,train/acc_best,train/loss_best,test/loss,test/acc,test/prec,test/rec,test/preds_sum,test/targets_sum,test/TP_epoch,test/FP_epoch,test/TN_epoch,test/FN_epoch,test/acc_epoch,test/prec_epoch,test/rec_epoch,test/preds_sum_epoch,test/targets_sum_epoch
,,,,,,,,15,591,0.012436660937964916,0.9846058487892151,0.9849055409431458,0.9977205395698547,7477.0,7570.5673828125,0.9849288463592529,0.012436660937964916,,,,,,,,,,,,,,,
0.0765429213643074,0.9114507436752319,0.9160121083259583,0.9882832765579224,9617.5,9684.2998046875,0.9187899827957153,0.057494133710861206,16,628,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,16,628,0.011788236908614635,0.9835031628608704,0.9834961891174316,0.9978818297386169,7461.4052734375,7570.5673828125,0.9849288463592529,0.011788236908614635,,,,,,,,,,,,,,,
0.07218559086322784,0.9332855343818665,0.939452052116394,0.9879809617996216,9689.900390625,9684.2998046875,0.9332855343818665,0.057494133710861206,17,665,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,17,665,0.014370492659509182,0.9776034951210022,0.9772779941558838,0.9974439740180969,7424.18896484375,7570.5673828125,0.9849288463592529,0.011788236908614635,,,,,,,,,,,,,,,
0.0691014900803566,0.9021929502487183,0.9042922258377075,0.988660454750061,9445.900390625,9684.2998046875,0.9332855343818665,0.057494133710861206,18,702,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,18,702,0.011278228834271431,0.9847284555435181,0.9849859476089478,0.9978031516075134,7477.81103515625,7570.5673828125,0.9849288463592529,0.011278228834271431,,,,,,,,,,,,,,,
0.07256300747394562,0.9034581184387207,0.9073898196220398,0.9881693124771118,9579.7001953125,9684.2998046875,0.9332855343818665,0.057494133710861206,19,739,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,19,739,0.011051109991967678,0.9817561507225037,0.9812240600585938,0.9982002973556519,7444.62158203125,7570.5673828125,0.9849288463592529,0.011051109991967678,,,,,,,,,,,,,,,
0.07725502550601959,0.9288808107376099,0.9365399479866028,0.9861014485359192,9724.400390625,9684.2998046875,0.9332855343818665,0.057494133710861206,20,776,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,20,776,0.00984681211411953,0.9835196733474731,0.9830636978149414,0.998439371585846,7461.5673828125,7570.5673828125,0.9849288463592529,0.00984681211411953,,,,,,,,,,,,,,,
0.07475800812244415,0.9099479913711548,0.9140602350234985,0.988322377204895,9582.400390625,9684.2998046875,0.9332855343818665,0.057494133710861206,21,813,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,21,813,0.01019765343517065,0.9835265874862671,0.9831254482269287,0.9983582496643066,7457.32421875,7570.5673828125,0.9849288463592529,0.00984681211411953,,,,,,,,,,,,,,,
0.08366599678993225,0.9191840887069702,0.9241560101509094,0.9883278608322144,9635.2001953125,9684.2998046875,0.9332855343818665,0.057494133710861206,22,850,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,22,850,0.009019292891025543,0.9852451682090759,0.984580397605896,0.9987326860427856,7465.45947265625,7570.5673828125,0.9852451682090759,0.009019292891025543,,,,,,,,,,,,,,,
0.08003096282482147,0.9054874181747437,0.9096491932868958,0.9885431528091431,9619.2998046875,9684.2998046875,0.9332855343818665,0.057494133710861206,23,887,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,23,887,0.0083231832832098,0.9852971434593201,0.9844549298286438,0.9989115595817566,7463.2431640625,7570.5673828125,0.9852971434593201,0.0083231832832098,,,,,,,,,,,,,,,
0.08115057647228241,0.9148756861686707,0.9199390411376953,0.9881683588027954,9648.5,9684.2998046875,0.9332855343818665,0.057494133710861206,24,924,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,24,924,0.009216349571943283,0.9837420582771301,0.9831388592720032,0.9986505508422852,7465.4052734375,7570.5673828125,0.9852971434593201,0.0083231832832098,,,,,,,,,,,,,,,
0.08163825422525406,0.9128640294075012,0.9179197549819946,0.9879819750785828,9646.599609375,9684.2998046875,0.9332855343818665,0.057494133710861206,25,961,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,25,961,0.0075962115079164505,0.9865573048591614,0.9858986139297485,0.9989351034164429,7473.6484375,7570.5673828125,0.9865573048591614,0.0075962115079164505,,,,,,,,,,,,,,,
0.08697687089443207,0.9066365361213684,0.9103522300720215,0.9887587428092957,9586.2001953125,9684.2998046875,0.9332855343818665,0.057494133710861206,26,998,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,26,998,0.007515695411711931,0.9883235096931458,0.9877974987030029,0.9989408254623413,7488.2431640625,7570.5673828125,0.9883235096931458,0.007515695411711931,,,,,,,,,,,,,,,
0.0853087455034256,0.9220799207687378,0.9274761080741882,0.9882454872131348,9659.7001953125,9684.2998046875,0.9332855343818665,0.057494133710861206,27,1035,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,27,1035,0.006767007056623697,0.9864069819450378,0.9857044816017151,0.9991626143455505,7478.0810546875,7570.5673828125,0.9883235096931458,0.006767007056623697,,,,,,,,,,,,,,,
0.10413751751184464,0.923205554485321,0.9289081692695618,0.9880807995796204,9674.5,9684.2998046875,0.9332855343818665,0.057494133710861206,28,1072,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,28,1072,0.007161532063037157,0.9886606335639954,0.9880238175392151,0.9990978837013245,7486.78369140625,7570.5673828125,0.9886606335639954,0.006767007056623697,,,,,,,,,,,,,,,
0.09633927792310715,0.9337013959884644,0.9393100738525391,0.9882375597953796,9638.400390625,9684.2998046875,0.9337013959884644,0.057494133710861206,29,1109,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,29,1109,0.007306475192308426,0.9876669645309448,0.9871276617050171,0.9989933371543884,7483.486328125,7570.5673828125,0.9886606335639954,0.006767007056623697,,,,,,,,,,,,,,,
0.09752386808395386,0.9107559323310852,0.9145550727844238,0.9883087873458862,9563.599609375,9684.2998046875,0.9337013959884644,0.057494133710861206,30,1146,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,30,1146,0.006511847488582134,0.9891300797462463,0.9885925054550171,0.9991501569747925,7490.2705078125,7570.5673828125,0.9891300797462463,0.006511847488582134,,,,,,,,,,,,,,,
0.08914618194103241,0.9204148054122925,0.9259125590324402,0.9878079295158386,9658.900390625,9684.2998046875,0.9337013959884644,0.057494133710861206,31,1183,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,31,1183,0.005904207471758127,0.989543080329895,0.9889338612556458,0.9992727041244507,7495.7294921875,7570.5673828125,0.989543080329895,0.005904207471758127,,,,,,,,,,,,,,,
0.09107477217912674,0.9214356541633606,0.9264429211616516,0.988238513469696,9633.099609375,9684.2998046875,0.9337013959884644,0.057494133710861206,32,1220,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,32,1220,0.0063472772017121315,0.9894348382949829,0.9889230728149414,0.999171257019043,7494.37841796875,7570.5673828125,0.989543080329895,0.005904207471758127,,,,,,,,,,,,,,,
0.07924497127532959,0.9334349632263184,0.9394574165344238,0.9883034825325012,9683.099609375,9684.2998046875,0.9337013959884644,0.057494133710861206,33,1257,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,33,1257,0.006132644135504961,0.989325761795044,0.988795280456543,0.9991689920425415,7491.4052734375,7570.5673828125,0.989543080329895,0.005904207471758127,,,,,,,,,,,,,,,
0.09198430925607681,0.9177743792533875,0.9233983755111694,0.9874691963195801,9673.099609375,9684.2998046875,0.9337013959884644,0.057494133710861206,34,1294,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,34,1294,0.005466986447572708,0.9895751476287842,0.9891061782836914,0.9992917776107788,7499.62158203125,7570.5673828125,0.9895751476287842,0.005466986447572708,,,,,,,,,,,,,,,
0.08838456869125366,0.9010322690010071,0.902873158454895,0.9888511896133423,9457.0,9684.2998046875,0.9337013959884644,0.057494133710861206,35,1331,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,35,1331,0.005107784643769264,0.9916929006576538,0.9913349747657776,0.9993311762809753,7513.37841796875,7570.5673828125,0.9916929006576538,0.005107784643769264,,,,,,,,,,,,,,,
0.08288714289665222,0.9230912923812866,0.9276280403137207,0.9885190725326538,9604.0,9684.2998046875,0.9337013959884644,0.057494133710861206,36,1368,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,36,1368,0.005602831020951271,0.9910663962364197,0.9905529618263245,0.9993074536323547,7504.45947265625,7570.5673828125,0.9916929006576538,0.005107784643769264,,,,,,,,,,,,,,,
0.10789106786251068,0.9256817698478699,0.9304426908493042,0.9885660409927368,9613.7998046875,9684.2998046875,0.9337013959884644,0.057494133710861206,37,1405,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,37,1405,0.005124217830598354,0.9918168783187866,0.9913476705551147,0.9993675947189331,7509.86474609375,7570.5673828125,0.9918168783187866,0.005107784643769264,,,,,,,,,,,,,,,
0.0954643189907074,0.916051983833313,0.920362114906311,0.9881488084793091,9595.400390625,9684.2998046875,0.9337013959884644,0.057494133710861206,38,1442,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,38,1442,0.004799217917025089,0.9917939901351929,0.9914026260375977,0.9993729591369629,7513.2431640625,7570.5673828125,0.9918168783187866,0.004799217917025089,,,,,,,,,,,,,,,
0.09496760368347168,0.9320212602615356,0.9375896453857422,0.9884157180786133,9657.900390625,9684.2998046875,0.9337013959884644,0.057494133710861206,39,1479,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,39,1479,0.005431424826383591,0.9912212491035461,0.9908121228218079,0.9992858171463013,7509.0,7570.5673828125,0.9918168783187866,0.004799217917025089,,,,,,,,,,,,,,,
0.0858747735619545,0.9033768773078918,0.90545254945755,0.9886640310287476,9452.2001953125,9684.2998046875,0.9337013959884644,0.057494133710861206,40,1516,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,40,1516,0.005184985231608152,0.9917870759963989,0.9914016723632812,0.9993364214897156,7511.162109375,7570.5673828125,0.9918168783187866,0.004799217917025089,,,,,,,,,,,,,,,
0.10895319283008575,0.9218597412109375,0.9270826578140259,0.9883151054382324,9650.099609375,9684.2998046875,0.9337013959884644,0.057494133710861206,41,1553,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,41,1553,0.004935401026159525,0.9922365546226501,0.991889238357544,0.9993445873260498,7516.02685546875,7570.5673828125,0.9922365546226501,0.004799217917025089,,,,,,,,,,,,,,,
0.11082158237695694,0.9309649467468262,0.9369155764579773,0.9880703091621399,9678.2001953125,9684.2998046875,0.9337013959884644,0.057494133710861206,42,1590,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,42,1590,0.004989059641957283,0.9924675226211548,0.9922040104866028,0.9993147850036621,7518.5947265625,7570.5673828125,0.9924675226211548,0.004799217917025089,,,,,,,,,,,,,,,
0.09734399616718292,0.9260802268981934,0.9319327473640442,0.9877033233642578,9672.7998046875,9684.2998046875,0.9337013959884644,0.057494133710861206,43,1627,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,43,1627,0.004390876740217209,0.9930056929588318,0.9927591681480408,0.9993650317192078,7520.94580078125,7570.5673828125,0.9930056929588318,0.004390876740217209,,,,,,,,,,,,,,,
0.09509541094303131,0.9331550598144531,0.9385311007499695,0.9883221387863159,9646.099609375,9684.2998046875,0.9337013959884644,0.057494133710861206,44,1664,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,44,1664,0.004697740077972412,0.9926272034645081,0.992370069026947,0.9993093609809875,7520.05419921875,7570.5673828125,0.9930056929588318,0.004390876740217209,,,,,,,,,,,,,,,
0.08422954380512238,0.9225573539733887,0.9270951151847839,0.9883753061294556,9592.2998046875,9684.2998046875,0.9337013959884644,0.057494133710861206,45,1701,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,45,1701,0.004069402348250151,0.99285888671875,0.9926427006721497,0.9993947744369507,7523.86474609375,7570.5673828125,0.9930056929588318,0.004069402348250151,,,,,,,,,,,,,,,
0.11029066890478134,0.9456360936164856,0.9530082941055298,0.9871241450309753,9712.2998046875,9684.2998046875,0.9456360936164856,0.057494133710861206,46,1738,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,46,1738,0.004242554772645235,0.9936774969100952,0.9934877753257751,0.9993556141853333,7525.70263671875,7570.5673828125,0.9936774969100952,0.004069402348250151,,,,,,,,,,,,,,,
0.10156130790710449,0.9340594410896301,0.9405086636543274,0.9877346158027649,9694.7001953125,9684.2998046875,0.9456360936164856,0.057494133710861206,47,1775,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,47,1775,0.003909604158252478,0.9934470653533936,0.9932082891464233,0.999437153339386,7525.78369140625,7570.5673828125,0.9936774969100952,0.003909604158252478,,,,,,,,,,,,,,,
0.09829811006784439,0.9351968765258789,0.9414779543876648,0.9878846406936646,9684.7998046875,9684.2998046875,0.9456360936164856,0.057494133710861206,48,1812,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,48,1812,0.0037430746015161276,0.9939647316932678,0.9937186241149902,0.9994802474975586,7527.81103515625,7570.5673828125,0.9939647316932678,0.0037430746015161276,,,,,,,,,,,,,,,
0.08268193900585175,0.9148446321487427,0.9188319444656372,0.9884530305862427,9567.7001953125,9684.2998046875,0.9456360936164856,0.057494133710861206,49,1849,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,49,1849,0.0036920313723385334,0.9942372441291809,0.9940517544746399,0.9994827508926392,7532.2431640625,7570.5673828125,0.9942372441291809,0.0036920313723385334,,,,,,,,,,,,,,,
0.09937168657779694,0.9365037083625793,0.9435062408447266,0.9873353242874146,9716.900390625,9684.2998046875,0.9456360936164856,0.057494133710861206,50,1886,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,50,1886,0.0054336958564817905,0.9918950200080872,0.9916321039199829,0.9992448687553406,7514.3515625,7570.5673828125,0.9942372441291809,0.0036920313723385334,,,,,,,,,,,,,,,
0.09361500293016434,0.9333819150924683,0.9391738176345825,0.9880715608596802,9667.5,9684.2998046875,0.9456360936164856,0.057494133710861206,51,1923,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,51,1923,0.004144095350056887,0.9933604598045349,0.9932299256324768,0.9993396401405334,7526.86474609375,7570.5673828125,0.9942372441291809,0.0036920313723385334,,,,,,,,,,,,,,,
0.0874486193060875,0.9346024394035339,0.9403039813041687,0.988494873046875,9667.599609375,9684.2998046875,0.9456360936164856,0.057494133710861206,52,1960,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,52,1960,0.004198091104626656,0.993743896484375,0.9935120344161987,0.9993740916252136,7524.4326171875,7570.5673828125,0.9942372441291809,0.0036920313723385334,,,,,,,,,,,,,,,
0.08023525774478912,0.912060558795929,0.9149514436721802,0.9885546565055847,9501.0,9684.2998046875,0.9456360936164856,0.057494133710861206,53,1997,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,53,1997,0.0035585458390414715,0.9942495226860046,0.994068443775177,0.9994723200798035,7530.9189453125,7570.5673828125,0.9942495226860046,0.0035585458390414715,,,,,,,,,,,,,,,
0.08570323884487152,0.935063362121582,0.9405785799026489,0.9883620142936707,9652.5,9684.2998046875,0.9456360936164856,0.057494133710861206,54,2034,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,54,2034,0.004465016070753336,0.9932253956794739,0.9929737448692322,0.999346137046814,7520.13525390625,7570.5673828125,0.9942495226860046,0.0035585458390414715,,,,,,,,,,,,,,,
0.09175728261470795,0.9391857981681824,0.9451557993888855,0.9883569478988647,9681.099609375,9684.2998046875,0.9456360936164856,0.057494133710861206,55,2071,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,55,2071,0.003199688857421279,0.9951578974723816,0.9950059652328491,0.999538004398346,7535.94580078125,7570.5673828125,0.9951578974723816,0.003199688857421279,,,,,,,,,,,,,,,
0.12297109514474869,0.9424886703491211,0.9493992924690247,0.9875116348266602,9712.2998046875,9684.2998046875,0.9456360936164856,0.057494133710861206,56,2108,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,56,2108,0.003146038157865405,0.995195746421814,0.9950402975082397,0.9995255470275879,7537.05419921875,7570.5673828125,0.995195746421814,0.003146038157865405,,,,,,,,,,,,,,,
0.09994007647037506,0.9209035634994507,0.9257599115371704,0.9882091283798218,9619.099609375,9684.2998046875,0.9456360936164856,0.057494133710861206,57,2145,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,57,2145,0.0030581301543861628,0.9954304099082947,0.9952722787857056,0.9995480179786682,7537.3515625,7570.5673828125,0.9954304099082947,0.0030581301543861628,,,,,,,,,,,,,,,
0.07557304948568344,0.9237467050552368,0.9293060302734375,0.9878683090209961,9662.099609375,9684.2998046875,0.9456360936164856,0.057494133710861206,58,2182,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,58,2182,0.003802127204835415,0.9943747520446777,0.9942139387130737,0.9994077682495117,7531.29736328125,7570.5673828125,0.9954304099082947,0.0030581301543861628,,,,,,,,,,,,,,,
0.11966773122549057,0.9494704008102417,0.9575467109680176,0.9867620468139648,9755.099609375,9684.2998046875,0.9494704008102417,0.057494133710861206,59,2219,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,59,2219,0.0037826935295015574,0.9938826560974121,0.9936787486076355,0.9994358420372009,7526.81103515625,7570.5673828125,0.9954304099082947,0.0030581301543861628,,,,,,,,,,,,,,,
0.10169259458780289,0.9385977983474731,0.9449955224990845,0.9879128336906433,9692.400390625,9684.2998046875,0.9494704008102417,0.057494133710861206,60,2256,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,60,2256,0.004268425516784191,0.9944576621055603,0.9943463206291199,0.9993769526481628,7531.837890625,7570.5673828125,0.9954304099082947,0.0030581301543861628,,,,,,,,,,,,,,,
0.08825955539941788,0.9368947744369507,0.9421693682670593,0.9885793924331665,9633.400390625,9684.2998046875,0.9494704008102417,0.057494133710861206,61,2293,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,61,2293,0.0027614666614681482,0.9958726763725281,0.9957353472709656,0.999579668045044,7542.10791015625,7570.5673828125,0.9958726763725281,0.0027614666614681482,,,,,,,,,,,,,,,
0.11837393045425415,0.9445430040359497,0.9508420825004578,0.988012433052063,9674.900390625,9684.2998046875,0.9494704008102417,0.057494133710861206,62,2330,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,62,2330,0.0032031286973506212,0.994840681552887,0.9947101473808289,0.9994783997535706,7536.837890625,7570.5673828125,0.9958726763725281,0.0027614666614681482,,,,,,,,,,,,,,,
0.10539934784173965,0.9484527707099915,0.9556232690811157,0.9875317811965942,9705.900390625,9684.2998046875,0.9494704008102417,0.057494133710861206,63,2367,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,63,2367,0.0030796907376497984,0.9957994222640991,0.9957115650177002,0.9995585083961487,7542.6484375,7570.5673828125,0.9958726763725281,0.0027614666614681482,,,,,,,,,,,,,,,
0.09584836661815643,0.9378460049629211,0.9443146586418152,0.9877662658691406,9692.900390625,9684.2998046875,0.9494704008102417,0.057494133710861206,64,2404,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,64,2404,0.002994205802679062,0.9957191944122314,0.9956434369087219,0.9995306730270386,7542.81103515625,7570.5673828125,0.9958726763725281,0.0027614666614681482,,,,,,,,,,,,,,,
0.10353916883468628,0.9521776437759399,0.9607698321342468,0.9861982464790344,9751.2001953125,9684.2998046875,0.9521776437759399,0.057494133710861206,65,2441,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,65,2441,0.00265435385517776,0.9956111311912537,0.9955557584762573,0.9995675086975098,7543.5947265625,7570.5673828125,0.9958726763725281,0.00265435385517776,,,,,,,,,,,,,,,
0.1073264330625534,0.9561780095100403,0.9655268788337708,0.9856482744216919,9780.0,9684.2998046875,0.9561780095100403,0.057494133710861206,66,2478,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,66,2478,0.0027387964073568583,0.9960328936576843,0.9959243535995483,0.9995954632759094,7542.10791015625,7570.5673828125,0.9960328936576843,0.00265435385517776,,,,,,,,,,,,,,,
0.09445475041866302,0.9487029314041138,0.9562395215034485,0.987047016620636,9713.5,9684.2998046875,0.9561780095100403,0.057494133710861206,67,2515,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,67,2515,0.0028252601623535156,0.9955681562423706,0.9955177307128906,0.9995309710502625,7541.86474609375,7570.5673828125,0.9960328936576843,0.00265435385517776,,,,,,,,,,,,,,,
0.09133239090442657,0.9456221461296082,0.9522591829299927,0.9879049062728882,9683.2998046875,9684.2998046875,0.9561780095100403,0.057494133710861206,68,2552,,,,,,,,,,,,,,,,,,,,,,,
