val/loss,val/acc,val/prec,val/rec,val/preds_sum,val/targets_sum,val/acc_best,val/loss_best,epoch,step,train/loss,train/acc,train/prec,train/rec,train/preds_sum,train/targets_sum,train/acc_best,train/loss_best,test/loss,test/acc,test/prec,test/rec,test/preds_sum,test/targets_sum,test/TP_epoch,test/FP_epoch,test/TN_epoch,test/FN_epoch,test/acc_epoch,test/prec_epoch,test/rec_epoch,test/preds_sum_epoch,test/targets_sum_epoch
,,,,,,,,68,2552,0.003510895185172558,0.9952874183654785,0.9952042102813721,0.999433696269989,7539.162109375,7570.5673828125,0.9960328936576843,0.00265435385517776,,,,,,,,,,,,,,,
0.11322180926799774,0.9518797993659973,0.9603474736213684,0.9863088726997375,9752.099609375,9684.2998046875,0.9561780095100403,0.057494133710861206,69,2589,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,69,2589,0.003358182031661272,0.9953933954238892,0.9953129887580872,0.9994542002677917,7537.5673828125,7570.5673828125,0.9960328936576843,0.00265435385517776,,,,,,,,,,,,,,,
0.08142834901809692,0.9392669796943665,0.9453312158584595,0.9881812334060669,9666.0,9684.2998046875,0.9561780095100403,0.057494133710861206,70,2626,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,70,2626,0.0026335157454013824,0.9961256980895996,0.9960591197013855,0.9995735883712769,7545.29736328125,7570.5673828125,0.9961256980895996,0.0026335157454013824,,,,,,,,,,,,,,,
0.0971556305885315,0.947638988494873,0.9542621374130249,0.9879013299942017,9679.599609375,9684.2998046875,0.9561780095100403,0.057494133710861206,71,2663,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,71,2663,0.002590346848592162,0.9959944486618042,0.9958959221839905,0.9995792508125305,7543.486328125,7570.5673828125,0.9961256980895996,0.002590346848592162,,,,,,,,,,,,,,,
0.10474780946969986,0.9495657086372375,0.9565714001655579,0.9877676963806152,9702.599609375,9684.2998046875,0.9561780095100403,0.057494133710861206,72,2700,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,72,2700,0.0024629586841911077,0.9963972568511963,0.9962902665138245,0.999631404876709,7544.37841796875,7570.5673828125,0.9963972568511963,0.0024629586841911077,,,,,,,,,,,,,,,
0.10175106674432755,0.9346774220466614,0.9410282969474792,0.9876770973205566,9682.099609375,9684.2998046875,0.9561780095100403,0.057494133710861206,73,2737,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,73,2737,0.0026845098473131657,0.9962606430053711,0.9962863326072693,0.9995129704475403,7546.2431640625,7570.5673828125,0.9963972568511963,0.0024629586841911077,,,,,,,,,,,,,,,
0.0960630550980568,0.9319605827331543,0.9380229711532593,0.9878536462783813,9686.7998046875,9684.2998046875,0.9561780095100403,0.057494133710861206,74,2774,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,74,2774,0.003977040760219097,0.9940127730369568,0.993929386138916,0.999322235584259,7529.45947265625,7570.5673828125,0.9963972568511963,0.0024629586841911077,,,,,,,,,,,,,,,
0.10545758157968521,0.9549336433410645,0.9624611139297485,0.9875614047050476,9720.400390625,9684.2998046875,0.9561780095100403,0.057494133710861206,75,2811,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,75,2811,0.0027043053414672613,0.9960182905197144,0.9959661960601807,0.9995390176773071,7544.18896484375,7570.5673828125,0.9963972568511963,0.0024629586841911077,,,,,,,,,,,,,,,
0.08414258062839508,0.9435775876045227,0.9495072364807129,0.988189697265625,9647.7001953125,9684.2998046875,0.9561780095100403,0.057494133710861206,76,2848,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,76,2848,0.0027359367813915014,0.9961666464805603,0.9961580038070679,0.99953293800354,7544.81103515625,7570.5673828125,0.9963972568511963,0.0024629586841911077,,,,,,,,,,,,,,,
0.10672669112682343,0.9483087658882141,0.9563296437263489,0.9865290522575378,9739.2001953125,9684.2998046875,0.9561780095100403,0.057494133710861206,77,2885,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,77,2885,0.0024392239283770323,0.9968753457069397,0.9968128800392151,0.9996204972267151,7548.81103515625,7570.5673828125,0.9968753457069397,0.0024392239283770323,,,,,,,,,,,,,,,
0.09094420820474625,0.951361358165741,0.9587959051132202,0.9874763488769531,9717.599609375,9684.2998046875,0.9561780095100403,0.057494133710861206,78,2922,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,78,2922,0.0026732191909104586,0.9961729049682617,0.9960763454437256,0.9995888471603394,7545.54052734375,7570.5673828125,0.9968753457069397,0.0024392239283770323,,,,,,,,,,,,,,,
0.1035352572798729,0.9260159730911255,0.9316443204879761,0.9881752133369446,9650.400390625,9684.2998046875,0.9561780095100403,0.057494133710861206,79,2959,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,79,2959,0.002571143675595522,0.9957275390625,0.9956998825073242,0.9995397329330444,7544.02685546875,7570.5673828125,0.9968753457069397,0.0024392239283770323,,,,,,,,,,,,,,,
0.10070902109146118,0.9472176432609558,0.9545386433601379,0.9871841669082642,9711.400390625,9684.2998046875,0.9561780095100403,0.057494133710861206,80,2996,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,80,2996,0.002255538711324334,0.9961993098258972,0.9960811734199524,0.9996720552444458,7545.5947265625,7570.5673828125,0.9968753457069397,0.002255538711324334,,,,,,,,,,,,,,,
0.08190247416496277,0.9359095692634583,0.9406334161758423,0.9888674020767212,9598.7998046875,9684.2998046875,0.9561780095100403,0.057494133710861206,81,3033,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,81,3033,0.0024218629114329815,0.9961646795272827,0.9961420893669128,0.9995707869529724,7546.32421875,7570.5673828125,0.9968753457069397,0.002255538711324334,,,,,,,,,,,,,,,
0.09634920209646225,0.9455293416976929,0.9533845782279968,0.9867512583732605,9744.2998046875,9684.2998046875,0.9561780095100403,0.057494133710861206,82,3070,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,82,3070,0.0026532653719186783,0.9962259531021118,0.9961977601051331,0.999544620513916,7546.10791015625,7570.5673828125,0.9968753457069397,0.002255538711324334,,,,,,,,,,,,,,,
0.11326881498098373,0.9487263560295105,0.95652836561203,0.986890971660614,9731.0,9684.2998046875,0.9561780095100403,0.057494133710861206,83,3107,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,83,3107,0.002150010783225298,0.9963507652282715,0.996281087398529,0.9996283054351807,7546.54052734375,7570.5673828125,0.9968753457069397,0.002150010783225298,,,,,,,,,,,,,,,
0.09286559373140335,0.9441919326782227,0.9507996439933777,0.9876673817634583,9680.099609375,9684.2998046875,0.9561780095100403,0.057494133710861206,84,3144,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,84,3144,0.0019803084433078766,0.9971967935562134,0.9971054792404175,0.999720573425293,7551.18896484375,7570.5673828125,0.9971967935562134,0.0019803084433078766,,,,,,,,,,,,,,,
0.10832233726978302,0.9528627395629883,0.9618502855300903,0.9857192039489746,9769.7001953125,9684.2998046875,0.9561780095100403,0.057494133710861206,85,3181,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,85,3181,0.002207982586696744,0.9967219233512878,0.9966650009155273,0.9996206164360046,7547.70263671875,7570.5673828125,0.9971967935562134,0.0019803084433078766,,,,,,,,,,,,,,,
0.0994459018111229,0.9474256634712219,0.9545800089836121,0.9873496294021606,9703.2001953125,9684.2998046875,0.9561780095100403,0.057494133710861206,86,3218,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,86,3218,0.002216557739302516,0.9968119263648987,0.9967843294143677,0.9996089339256287,7549.62158203125,7570.5673828125,0.9971967935562134,0.0019803084433078766,,,,,,,,,,,,,,,
0.10821187496185303,0.9566160440444946,0.9656797647476196,0.9859840273857117,9762.900390625,9684.2998046875,0.9566160440444946,0.057494133710861206,87,3255,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,87,3255,0.0019681546837091446,0.9966772198677063,0.9965424537658691,0.9997171759605408,7547.5947265625,7570.5673828125,0.9971967935562134,0.0019681546837091446,,,,,,,,,,,,,,,
0.12665095925331116,0.9401549100875854,0.9451240301132202,0.9888943433761597,9614.2998046875,9684.2998046875,0.9566160440444946,0.057494133710861206,88,3292,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,88,3292,0.005631853826344013,0.9930347800254822,0.9930753111839294,0.999032735824585,7526.2705078125,7570.5673828125,0.9971967935562134,0.0019681546837091446,,,,,,,,,,,,,,,
0.1163443922996521,0.9535330533981323,0.9615539312362671,0.9867504835128784,9738.599609375,9684.2998046875,0.9566160440444946,0.057494133710861206,89,3329,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,89,3329,0.002512923674657941,0.9954633712768555,0.9952796697616577,0.9996551275253296,7539.62158203125,7570.5673828125,0.9971967935562134,0.0019681546837091446,,,,,,,,,,,,,,,
0.10078085958957672,0.9397497177124023,0.9454039335250854,0.9885419607162476,9658.7998046875,9684.2998046875,0.9566160440444946,0.057494133710861206,90,3366,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,90,3366,0.0030228393152356148,0.9953517317771912,0.9952203035354614,0.9995118975639343,7539.05419921875,7570.5673828125,0.9971967935562134,0.0019681546837091446,,,,,,,,,,,,,,,
0.09984616935253143,0.9476879239082336,0.9546521306037903,0.9877109527587891,9712.099609375,9684.2998046875,0.9566160440444946,0.057494133710861206,91,3403,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,91,3403,0.0022248979657888412,0.9967115521430969,0.9966016411781311,0.9996808767318726,7547.513671875,7570.5673828125,0.9971967935562134,0.0019681546837091446,,,,,,,,,,,,,,,
0.10731172561645508,0.9537228345870972,0.9609804153442383,0.9876881837844849,9712.7001953125,9684.2998046875,0.9566160440444946,0.057494133710861206,92,3440,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,92,3440,0.002342160791158676,0.9966844916343689,0.9965342879295349,0.9996747970581055,7546.21630859375,7570.5673828125,0.9971967935562134,0.0019681546837091446,,,,,,,,,,,,,,,
0.1007099375128746,0.949527382850647,0.9573342204093933,0.9866601824760437,9724.599609375,9684.2998046875,0.9566160440444946,0.057494133710861206,93,3477,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,93,3477,0.0021260732319206,0.9968957901000977,0.9968332052230835,0.999664843082428,7549.7568359375,7570.5673828125,0.9971967935562134,0.0019681546837091446,,,,,,,,,,,,,,,
0.09956669807434082,0.9527323842048645,0.9601061940193176,0.9874124526977539,9715.7001953125,9684.2998046875,0.9566160440444946,0.057494133710861206,94,3514,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,94,3514,0.002019632840529084,0.9969636797904968,0.9968844056129456,0.9996891617774963,7549.86474609375,7570.5673828125,0.9971967935562134,0.0019681546837091446,,,,,,,,,,,,,,,
0.11151285469532013,0.954908549785614,0.962786078453064,0.9871827363967896,9744.599609375,9684.2998046875,0.9566160440444946,0.057494133710861206,95,3551,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,95,3551,0.002326201880350709,0.9964264631271362,0.9963655471801758,0.9996060729026794,7546.67578125,7570.5673828125,0.9971967935562134,0.0019681546837091446,,,,,,,,,,,,,,,
0.09534371644258499,0.9274697303771973,0.9315260052680969,0.9889124631881714,9571.2001953125,9684.2998046875,0.9566160440444946,0.057494133710861206,96,3588,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,96,3588,0.002294692676514387,0.9964927434921265,0.9964783191680908,0.9995507001876831,7548.9189453125,7570.5673828125,0.9971967935562134,0.0019681546837091446,,,,,,,,,,,,,,,
0.08818776160478592,0.9473806619644165,0.9537466168403625,0.9878873825073242,9661.900390625,9684.2998046875,0.9566160440444946,0.057494133710861206,97,3625,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,97,3625,0.0029005934484302998,0.9952395558357239,0.9950971603393555,0.9995361566543579,7538.4052734375,7570.5673828125,0.9971967935562134,0.0019681546837091446,,,,,,,,,,,,,,,
0.10502679646015167,0.951728343963623,0.9592905044555664,0.987260639667511,9722.2001953125,9684.2998046875,0.9566160440444946,0.057494133710861206,98,3662,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,98,3662,0.0022126201074570417,0.9967755675315857,0.9966813325881958,0.9996650218963623,7548.837890625,7570.5673828125,0.9971967935562134,0.0019681546837091446,,,,,,,,,,,,,,,
0.09488706290721893,0.9511078596115112,0.9579911231994629,0.9878770709037781,9693.5,9684.2998046875,0.9566160440444946,0.057494133710861206,99,3699,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,99,3699,0.002087407512590289,0.9967665672302246,0.9966916441917419,0.9996609091758728,7548.7294921875,7570.5673828125,0.9971967935562134,0.0019681546837091446,,,,,,,,,,,,,,,
,,,,,,,,99,3700,,,,,,,,,0.10821187496185303,0.9566160440444946,0.9656797647476196,0.9859840273857117,9762.900390625,9684.2998046875,96258.0,1371.0,29482.0,585.0,0.9846823811531067,0.9939593076705933,0.9859570264816284,97629.0,96843.0
