~iteration~,lr
9547,1e-05
9588,1e-05
9638,1e-05
9688,1e-05
9729,1e-05
9779,1e-05
9829,1e-05
9870,1e-05
9920,1e-05
9970,1e-05
10011,1e-05
10061,1e-05
10111,1e-05
10152,1e-05
10202,1e-05
10252,1e-05
10293,1e-05
10343,1e-05
10393,1e-05
10434,1e-05
10484,1e-05
10534,1e-05
10575,1e-05
10625,1e-05
10675,1e-05
10716,1e-05
10766,1e-05
10816,1e-05
10857,1e-05
10907,1e-05
10957,1e-05
10998,1e-05
11048,1e-05
11098,1e-05
11139,1e-05
11189,1e-05
11239,1e-05
11280,1e-05
11330,1e-05
11380,1e-05
11421,1e-05
11471,1e-05
11521,1e-05
11562,1e-05
11612,1e-05
11662,1e-05
11703,1e-05
11753,1e-05
11803,1e-05
11844,1e-05
11894,1e-05
11944,1e-05
11985,1e-05
12035,1e-05
12085,1e-05
12126,1e-05
12176,1e-05
12226,1e-05
12267,1e-05
12317,1e-05
12367,1e-05
12408,1e-05
12458,1e-05
12508,1e-05
12549,1e-05
12599,1e-05
12649,1e-05
12690,1e-05
12740,1e-05
12790,1e-05
12831,1e-05
12881,1e-05
12931,1e-05
12972,1e-05
13022,1e-05
13072,1e-05
13113,1e-05
13163,1e-05
13213,1e-05
13254,1e-05
13304,1e-05
13354,1e-05
13395,1e-05
13445,1e-05
13495,1e-05
13536,1e-05
13586,1e-05
13636,1e-05
13677,1e-05
13727,1e-05
13777,1e-05
13818,1e-05
13868,1e-05
13918,1e-05
13959,1e-05
14009,1e-05
14059,1e-05
14100,1e-05
14150,1e-05
14200,1e-05
14241,1e-05
14291,1e-05
14341,1e-05
14382,1e-05
14432,1e-05
14482,1e-05
14523,1e-05
14573,1e-05
14623,1e-05
14664,1e-05
14714,1e-05
14764,1e-05
14805,1e-05
14855,1e-05
14905,1e-05
14946,1e-05
14996,1e-05
15046,1e-05
15087,1e-05
15137,1e-05
15187,1e-05
15228,1e-05
15278,1e-05
15328,1e-05
15369,1e-05
15419,1e-05
15469,1e-05
15510,1e-05
15560,1e-05
15610,1e-05
15651,1e-05
15701,1e-05
15751,1e-05
15792,1e-05
15842,1e-05
15892,1e-05
15933,1e-05
15983,1e-05
16033,1e-05
16074,1e-05
16124,1e-05
16174,1e-05
16215,1e-05
16265,1e-05
16315,1e-05
16356,1e-05
16406,1e-05
16456,1e-05
16497,1e-05
16547,1e-05
16597,1e-05
16638,1e-05
16688,1e-05
16738,1e-05
16779,1e-05
16829,1e-05
16879,1e-05
16920,1e-05
16970,1e-05
17020,1e-05
17061,1e-05
17111,1e-05
17161,1e-05
17202,1e-05
17252,1e-05
17302,1e-05
17343,1e-05
17393,1e-05
17443,1e-05
17484,1e-05
17534,1e-05
17584,1e-05
17625,1e-05
17675,1e-05
17725,1e-05
17766,1e-05
17816,1e-05
17866,1e-05
17907,1e-05
17957,1e-05
18007,1e-05
18048,1e-05
18098,1e-05
18148,1e-05
18189,1e-05
18239,1e-05
18289,1e-05
18330,1e-05
18380,1e-05
18430,1e-05
18471,1e-05
18521,1e-05
18571,1e-05
18612,1e-05
18662,1e-05
18712,1e-05
18753,1e-05
18803,1e-05
18853,1e-05
18894,1e-05
18944,1e-05
18994,1e-05
19035,1e-05
19085,1e-05
19135,1e-05
19176,1e-05
19226,1e-05
19276,1e-05
19317,1e-05
19367,1e-05
19417,1e-05
19458,1e-05
19508,1e-05
19558,1e-05
19599,1e-05
19649,1e-05
19699,1e-05
19740,1e-05
19790,1e-05
19840,1e-05
19881,1e-05
19931,1e-05
19981,1e-05
20022,1e-05
20072,1e-05
20122,1e-05
20163,1e-05
20213,1e-05
20263,1e-05
20304,1e-05
20354,1e-05
20404,1e-05
20445,1e-05
20495,1e-05
20545,1e-05
20586,1e-05
20636,1e-05
20686,1e-05
20727,1e-05
20777,1e-05
20827,1e-05
20868,1e-05
20918,1e-05
20968,1e-05
21009,1e-05
21059,1e-05
21109,1e-05
21150,1e-05
21200,1e-05
21250,1e-05
21291,1e-05
21341,1e-05
21391,1e-05
21432,1e-05
21482,1e-05
21532,1e-05
21573,1e-05
21623,1e-05
21673,1e-05
21714,1e-05
21764,1e-05
21814,1e-05
21855,1e-05
21905,1e-05
21955,1e-05
21996,1e-05
22046,1e-05
22096,1e-05
22137,1e-05
22187,1e-05
22237,1e-05
22278,1e-05
22328,1e-05
22378,1e-05
22419,1e-05
22469,1e-05
22519,1e-05
22560,1e-05
22610,1e-05
22660,1e-05
22701,1e-05
22751,1e-05
22801,1e-05
22842,1e-05
22892,1e-05
22942,1e-05
22983,1e-05
23033,1e-05
23083,1e-05
23124,1e-05
23174,1e-05
23224,1e-05
23265,1e-05
23315,1e-05
23365,1e-05
23406,1e-05
23456,1e-05
23506,1e-05
23547,1e-05
23597,1e-05
23647,1e-05
23688,1e-05
23738,1e-05
23788,1e-05
23829,1e-05
23879,1e-05
23929,1e-05
23970,1e-05
24020,1e-05
24070,1e-05
24111,1e-05
24161,1e-05
24211,1e-05
24252,1e-05
24302,1e-05
24352,1e-05
24393,1e-05
24443,1e-05
24493,1e-05
24534,1e-05
24584,1e-05
24634,1e-05
24675,1e-05
24725,1e-05
24775,1e-05
24816,1e-05
24866,1e-05
24916,1e-05
24957,1e-05
25007,1e-05
25057,1e-05
25098,1e-05
25148,1e-05
25198,1e-05
25239,1e-05
25289,1e-05
25339,1e-05
25380,1e-05
25430,1e-05
25480,1e-05
25521,1e-05
25571,1e-05
25621,1e-05
25662,1e-05
25712,1e-05
25762,1e-05
25803,1e-05
25853,1e-05
25903,1e-05
25944,1e-05
25994,1e-05
26044,1e-05
26085,1e-05
26135,1e-05
26185,1e-05
26226,1e-05
26276,1e-05
26326,1e-05
26367,1e-05
26417,1e-05
26467,1e-05
26508,1e-05
26558,1e-05
26608,1e-05
26649,1e-05
26699,1e-05
26749,1e-05
26790,1e-05
26840,1e-05
26890,1e-05
26931,1e-05
26981,1e-05
27031,1e-05
27072,1e-05
27122,1e-05
27172,1e-05
27213,1e-05
27263,1e-05
27313,1e-05
27354,1e-05
27404,1e-05
27454,1e-05
27495,1e-05
27545,1e-05
27595,1e-05
27636,1e-05
27686,1e-05
27736,1e-05
27777,1e-05
27827,1e-05
27877,1e-05
27918,1e-05
27968,1e-05
28018,1e-05
28059,1e-05
28109,1e-05
28159,1e-05
28200,1e-05
28250,1e-05
28300,1e-05
28341,1e-05
28391,1e-05
28441,1e-05
28482,1e-05
28532,1e-05
28582,1e-05
28623,1e-05
28673,1e-05
28723,1e-05
28764,1e-05
28814,1e-05
28864,1e-05
28905,1e-05
28955,1e-05
29005,1e-05
29046,1e-05
29096,1e-05
29146,1e-05
29187,1e-05
29237,1e-05
29287,1e-05
29328,1e-05
29378,1e-05
29428,1e-05
29469,1e-05
29519,1e-05
29569,1e-05
